what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208793135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208793159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342208793289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208793337
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342208795000
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1342208797703
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342208798185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208818630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208846999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208867140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208877806
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342208896362
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342208900291
opened,editor,org.jboss.tools.common.model.ui,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1342208904757
activated,editor,org.jboss.tools.common.model.ui,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1342208904900
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342208904958
activated,editor,org.jboss.tools.common.model.ui,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1342208910200
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342208915992
closed,editor,org.jboss.tools.common.model.ui,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1342208915992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342208917243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342211046462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342211046497
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342211048064
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1342211049268
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1342211049268
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1342211049268
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1342211049270
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1342211049270
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1342211049270
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1342211049270
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1342211049270
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1342211049270
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1342211049270
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.creation.ui",1342211049270
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1342211049270
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1342211049270
stopped,bundle,org.jboss.tools.ws.ui,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.ui",1342211049270
stopped,bundle,org.jboss.tools.ws.creation.core,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.creation.core",1342211049270
stopped,bundle,org.jboss.tools.ws.core,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.core",1342211049270
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1342211049270
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1342211049271
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1342211049271
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1342211049271
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1342211049271
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1342211049271
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1342211049271
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1342211049271
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1342211049271
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1342211049271
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1342211049271
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1342211049271
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1342211049273
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1342211049273
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1342211049273
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1342211049273
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1342211049273
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1342211049274
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1342211049274
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v201108120600,"org.eclipse.datatools.enablement.hsqldb.ui",1342211049274
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1342211049274
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1342211049274
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sqlite.ui",1342211049274
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1342211049274
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate.jpt.ui",1342211049274
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1342211049279
stopped,bundle,org.jboss.tools.cdi.seam.config.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.config.ui",1342211049279
stopped,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.text.ext",1342211049280
stopped,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.text.ext",1342211049280
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.xml.ui",1342211049280
stopped,bundle,org.jboss.tools.cdi.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.ui",1342211049280
stopped,bundle,org.jboss.tools.jsf.ui,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.ui",1342211049280
stopped,bundle,org.jboss.tools.jsf.vpe.ajax4jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.ajax4jsf",1342211049280
stopped,bundle,org.jboss.tools.jsf.vpe.richfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.richfaces",1342211049280
stopped,bundle,org.jboss.tools.jsf.vpe.facelets,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.facelets",1342211049281
stopped,bundle,org.jboss.tools.jsf.vpe.jbpm,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jbpm",1342211049283
stopped,bundle,org.jboss.tools.jsf.vpe.jstl,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jstl",1342211049283
stopped,bundle,org.jboss.tools.jsf.vpe.seam,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.seam",1342211049283
stopped,bundle,org.jboss.tools.jsf.vpe.jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jsf",1342211049283
stopped,bundle,org.jboss.tools.jsf.vpe.myfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.myfaces",1342211049283
stopped,bundle,org.jboss.tools.vpe.docbook,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.docbook",1342211049283
stopped,bundle,org.jboss.tools.vpe.html,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.html",1342211049284
stopped,bundle,org.jboss.tools.vpe.jsp,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.jsp",1342211049285
stopped,bundle,org.jboss.tools.vpe.spring,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.spring",1342211049285
stopped,bundle,org.jboss.tools.vpe,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe",1342211049285
stopped,bundle,org.jboss.tools.jst.css,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.css",1342211049285
stopped,bundle,org.jboss.tools.jst.web.tiles.ui,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.tiles.ui",1342211049285
stopped,bundle,org.jboss.tools.maven.seam,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.seam",1342211049285
stopped,bundle,org.jboss.tools.seam.ui,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.ui",1342211049285
stopped,bundle,org.jboss.tools.seam.ui.pages,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.ui.pages",1342211049285
stopped,bundle,org.jboss.tools.seam.xml.ui,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.xml.ui",1342211049285
stopped,bundle,org.jboss.tools.jst.web.ui,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.ui",1342211049285
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201107221459,"org.eclipse.datatools.connectivity.db.generic.ui",1342211049285
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201107221459,"org.eclipse.datatools.connectivity.apache.derby.ui",1342211049285
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1342211049286
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111204,"org.eclipse.datatools.enablement.sybase.asa.ui",1342211049286
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1342211049286
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090452,"org.eclipse.datatools.enablement.sybase.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.2.1.v201010270945,"org.eclipse.datatools.sqltools.data.ui",1342211049286
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.100.v201107221459,"org.eclipse.datatools.connectivity.sqm.server.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.2.v201201131129,"org.eclipse.datatools.sqltools.ddlgen.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.0.2.v201111230714,"org.eclipse.datatools.sqltools.routineeditor.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.3.v201107221520,"org.eclipse.datatools.sqltools.sqlbuilder",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.1.v201107221520,"org.eclipse.datatools.sqltools.debugger.core",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201107221520,"org.eclipse.datatools.sqltools.sqlscrapbook",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201107221520,"org.eclipse.datatools.sqltools.sqleditor",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core.ui",1342211049286
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.tabledataeditor",1342211049286
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.1.v20110926045,"org.eclipse.datatools.connectivity.sqm.core.ui",1342211049286
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1342211049286
stopped,bundle,org.jboss.tools.central,1.0.0.v20120612-0053-H99-Final,"org.jboss.tools.central",1342211049289
stopped,bundle,org.jboss.tools.maven.project.examples,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.project.examples",1342211049290
stopped,bundle,org.jboss.tools.project.examples.cheatsheet,1.2.1.v20120612-0012-H106-Final,"org.jboss.tools.project.examples.cheatsheet",1342211049290
stopped,bundle,org.jboss.tools.project.examples,1.2.1.v20120612-0012-H106-Final,"org.jboss.tools.project.examples",1342211049294
stopped,bundle,org.jboss.tools.runtime.seam.detector,1.3.0.v20120611-2354-H105-Final,"org.jboss.tools.runtime.seam.detector",1342211049294
stopped,bundle,org.jboss.tools.seam.text.ext,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.text.ext",1342211049294
stopped,bundle,org.jboss.tools.seam.core,3.3.0.v20120612-1916-H130-Final,"org.jboss.tools.seam.core",1342211049295
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.ui.dse",1342211049295
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1342211049295
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1342211049295
stopped,bundle,org.hibernate.eclipse.jdt.apt.ui,3.4.0.v20120611-2017-H93-Final,"org.hibernate.eclipse.jdt.apt.ui",1342211049295
stopped,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20120611-2017-H93-Final,"org.hibernate.eclipse.jdt.ui",1342211049297
stopped,bundle,org.hibernate.eclipse.mapper,3.4.0.v20120611-2017-H93-Final,"org.hibernate.eclipse.mapper",1342211049297
stopped,bundle,org.jboss.tools.hibernate.jpt.core,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate.jpt.core",1342211049297
stopped,bundle,org.jboss.tools.hibernate.ui,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate.ui",1342211049297
stopped,bundle,org.jboss.tools.hibernate3_5,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate3_5",1342211049297
stopped,bundle,org.jboss.tools.hibernate3_6,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate3_6",1342211049298
stopped,bundle,org.jboss.tools.hibernate4_0,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate4_0",1342211049298
stopped,bundle,org.jboss.tools.maven.hibernate,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.hibernate",1342211049298
stopped,bundle,org.hibernate.eclipse.console,3.4.0.v20120611-2017-H93-Final,"org.hibernate.eclipse.console",1342211049298
stopped,bundle,org.jboss.tools.maven.jbosspackaging,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.jbosspackaging",1342211049298
stopped,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.ui.mbeans",1342211049299
stopped,bundle,org.jboss.ide.eclipse.as.classpath.ui,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.classpath.ui",1342211049299
stopped,bundle,org.jboss.tools.maven.portlet,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.portlet",1342211049299
stopped,bundle,org.jboss.tools.portlet.ui,1.2.0.v20120611-2357-H92-Final,"org.jboss.tools.portlet.ui",1342211049299
stopped,bundle,org.jboss.tools.portlet.core,1.2.0.v20120611-2357-H92-Final,"org.jboss.tools.portlet.core",1342211049299
stopped,bundle,org.jboss.ide.eclipse.as.classpath.core,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.classpath.core",1342211049299
stopped,bundle,org.jboss.ide.eclipse.as.rse.ui,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.rse.ui",1342211049300
stopped,bundle,org.jboss.ide.eclipse.as.rse.core,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.rse.core",1342211049300
stopped,bundle,org.jboss.tools.openshift.express.ui,2.3.0.v20120613-1951-H135-Final,"org.jboss.tools.openshift.express.ui",1342211049342
stopped,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.archives.webtools",1342211049345
stopped,bundle,org.jboss.ide.eclipse.as.wtp.ui,2.3.0.v20120615-1559-H138-Final,"org.jboss.ide.eclipse.as.wtp.ui",1342211049345
stopped,bundle,org.jboss.tools.maven.profiles.ui,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.profiles.ui",1342211049345
stopped,bundle,org.jboss.tools.maven.cdi,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.cdi",1342211049345
stopped,bundle,org.jboss.tools.maven.jaxrs,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.jaxrs",1342211049345
stopped,bundle,org.jboss.tools.maven.jpa,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.jpa",1342211049345
stopped,bundle,org.jboss.tools.maven.jsf,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.jsf",1342211049345
stopped,bundle,org.jboss.tools.maven.ui,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.ui",1342211049346
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1342211049346
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1342211049346
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1342211049346
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1342211049346
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1342211049347
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner",1342211049347
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1342211049347
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1342211049347
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.3.v201201121156,"org.eclipse.datatools.connectivity.oda.template.ui",1342211049347
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1342211049348
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1342211049348
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1342211049348
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1342211049348
stopped,bundle,org.jboss.tools.cdi.seam.config.core,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.config.core",1342211049350
stopped,bundle,org.jboss.tools.cdi.seam.core,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.core",1342211049351
stopped,bundle,org.jboss.tools.cdi.seam.faces.core,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.faces.core",1342211049351
stopped,bundle,org.jboss.tools.cdi.seam.solder.core,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.solder.core",1342211049352
stopped,bundle,org.jboss.tools.cdi.core,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.core",1342211049355
stopped,bundle,org.jboss.tools.jsf.text.ext.richfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.text.ext.richfaces",1342211049355
stopped,bundle,org.jboss.tools.jsf.text.ext.facelets,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.text.ext.facelets",1342211049355
stopped,bundle,org.jboss.tools.jsf.text.ext,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.text.ext",1342211049355
stopped,bundle,org.jboss.tools.jsf.verification,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.verification",1342211049355
stopped,bundle,org.jboss.tools.jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf",1342211049355
stopped,bundle,org.jboss.tools.vpe.browsersim.eclipse,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.browsersim.eclipse",1342211049355
stopped,bundle,org.jboss.tools.vpe.ui.palette,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.ui.palette",1342211049355
stopped,bundle,org.jboss.tools.jst.jsp,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.jsp",1342211049356
stopped,bundle,org.jboss.tools.jst.text.ext,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.text.ext",1342211049356
stopped,bundle,org.jboss.tools.jst.web.kb,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.kb",1342211049356
stopped,bundle,org.jboss.tools.common.el.ui,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.el.ui",1342211049357
stopped,bundle,org.jboss.tools.vpe.resref,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.resref",1342211049357
stopped,bundle,org.jboss.tools.common.resref.ui,3.3.0.v20120611-1634-H74-Final,"org.jboss.tools.common.resref.ui",1342211049357
